product_name,category,sub_category,sales,profit,quantity,rows,orders,avg_discount,profit_margin
"Xerox Message Books, Recycled",Office Supplies,Paper,832,58.21599999999998,51,18,18,0.13,0.06997115384615382
"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,138,58.0272,22,4,4,0.0,0.4204869565217391
"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,276,58.0176,22,7,7,0.1142857142857143,0.21020869565217393
HP Standard 104 key PS/2 Keyboard,Technology,Accessories,276,58.0,20,6,6,0.06666666666666667,0.21014492753623187
Xerox 1907,Office Supplies,Paper,123,57.716,10,3,3,0.0,0.46923577235772357
"SanDisk Mouse, Bluetooth",Technology,Accessories,1751,57.61550000000001,62,20,20,0.1325,0.03290434037692748
Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,186,57.5,20,7,7,0.2285714285714286,0.30913978494623656
"Kraft Clasp Envelope, Recycled",Office Supplies,Envelopes,265,57.5,46,17,17,0.055882352941176466,0.2169811320754717
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories,583,57.3278,13,4,4,0.05,0.09833241852487136
Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,867,57.089999999999996,30,9,9,0.2666666666666667,0.0658477508650519
Xerox 212,Office Supplies,Paper,140,57.024,25,7,7,0.1142857142857143,0.40731428571428574
"Kraft Peel and Seal, Security-Tint",Office Supplies,Envelopes,1273,56.8728,65,18,18,0.08555555555555555,0.044676197957580516
"Elite Scissors, High Speed",Office Supplies,Supplies,630,56.667000000000016,44,14,14,0.2857142857142857,0.08994761904761907
"Cisco Headset, VoIP",Technology,Phones,2965,56.554199999999994,38,13,13,0.08384615384615385,0.019073929173693084
Xerox 232,Office Supplies,Paper,119,56.505599999999994,19,4,4,0.05,0.47483697478991593
"Smead Legal Exhibit Labels, Adjustable",Office Supplies,Labels,371,56.46,53,18,18,0.13555555555555554,0.1521832884097035
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,563,56.303000000000004,13,5,5,0.0,0.10000532859680285
"Cameo Clasp Envelope, Set of 50",Office Supplies,Envelopes,406,56.299,55,13,13,0.1,0.13866748768472906
Xerox 230,Office Supplies,Paper,127,56.2464,21,5,5,0.08,0.4428850393700787
"Tennsco Lockers, Sand",Office Supplies,Storage,408,56.2264,22,5,5,0.12000000000000002,0.13780980392156864
Aluminum Document Frame,Furniture,Furnishings,243,56.211999999999996,22,5,5,0.08,0.2313251028806584
"Advantus Clock, Erganomic",Furniture,Furnishings,1090,56.208000000000006,26,9,9,0.12222222222222223,0.051566972477064224
"Ames Business Envelopes, Security-Tint",Office Supplies,Envelopes,973,56.199600000000004,82,20,20,0.10700000000000001,0.05775909558067832
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Office Supplies,Paper,123,56.16,20,5,5,0.0,0.4565853658536585
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,138,56.1184,28,7,7,0.028571428571428574,0.40665507246376814
Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,170,56.0352,22,7,7,0.17142857142857143,0.3296188235294118
NeatDesk Desktop Scanner & Digital Filing System,Technology,Machines,480,55.9986,2,1,1,0.4,0.11666375000000001
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,129,55.9728,24,5,5,0.08,0.43389767441860466
"Novimex Shipping Labels, Adjustable",Office Supplies,Labels,580,55.924,83,19,19,0.09999999999999999,0.0964206896551724
"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,180,55.821999999999996,18,5,5,0.16,0.3101222222222222
"Hon Round Labels, Adjustable",Office Supplies,Labels,254,55.64880000000001,68,20,20,0.1255,0.2190897637795276
Acco 3-Hole Punch,Office Supplies,Binders,140,55.5384,36,9,9,0.23333333333333334,0.3967028571428572
Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,951,55.38119999999999,26,7,7,0.27142857142857146,0.058234700315457404
"Eureka Hand Vacuum, Bagless",Office Supplies,Appliances,198,55.3616,4,1,1,0.0,0.2796040404040404
Lumber Crayons,Office Supplies,Art,172,55.357,19,6,6,0.13333333333333333,0.32184302325581393
Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,Paper,136,55.33,15,5,5,0.08,0.4068382352941176
Portable Personal File Box,Office Supplies,Storage,226,55.3113,19,6,6,0.03333333333333333,0.24474026548672567
Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,585,55.2482,48,10,10,0.37,0.09444136752136752
"Jiffy Mailers, Set of 50",Office Supplies,Envelopes,1102,55.242000000000004,42,14,14,0.15,0.05012885662431942
"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,Binders,143,55.238,23,7,7,0.1142857142857143,0.3862797202797203
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,196,55.1004,17,5,5,0.04,0.28112448979591836
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels,153,55.062,29,6,6,0.13333333333333333,0.35988235294117643
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,198,54.8451,27,5,5,0.2,0.27699545454545454
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables,2979,54.71640000000003,26,5,5,0.26,0.01836737160120847
Avery 476,Office Supplies,Labels,138,54.5986,37,10,10,0.08,0.3956420289855072
"Leather Task Chair, Black",Furniture,Chairs,1438,54.588,19,6,6,0.20000000000000004,0.03796105702364395
"Eaton Memo Slips, Recycled",Office Supplies,Paper,487,54.447500000000005,49,16,16,0.20937499999999998,0.11180184804928132
"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,522,54.1701,147,42,42,0.07785714285714286,0.10377413793103447
Xerox 1947,Office Supplies,Paper,136,54.119,25,5,5,0.08,0.39793382352941176
"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,152,54.0728,18,6,6,0.16666666666666666,0.3557421052631579
4009 Highlighters by Sanford,Office Supplies,Art,172,53.8096,44,8,8,0.05,0.312846511627907
Strathmore Photo Frame Cards,Office Supplies,Paper,118,53.8016,16,4,4,0.0,0.45594576271186443
Logitech Wireless Touch Keyboard K400,Technology,Accessories,365,53.7285,15,3,3,0.06666666666666667,0.1472013698630137
"Smead File Folder Labels, Alphabetical",Office Supplies,Labels,355,53.716,46,13,13,0.08769230769230768,0.15131267605633802
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances,230,53.696,28,6,6,0.03333333333333333,0.2334608695652174
BIC Liqua Brite Liner,Office Supplies,Art,175,53.576800000000006,27,6,6,0.06666666666666667,0.3061531428571429
Adjustable Personal File Tote,Office Supplies,Storage,270,53.3984,18,5,5,0.08,0.19777185185185187
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,195,53.268,20,5,5,0.16,0.2731692307692308
Xerox 2,Office Supplies,Paper,138,53.135999999999996,25,9,9,0.15555555555555556,0.38504347826086954
"Advantus Rubber Bands, 12 Pack",Office Supplies,Fasteners,765,53.06380000000001,58,19,19,0.1773684210526316,0.06936444444444445
Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,1524,53.02719999999999,12,3,3,0.3333333333333333,0.03479475065616797
"Jiffy Peel and Seal, with clear poly window",Office Supplies,Envelopes,1170,52.94349999999999,71,25,25,0.21280000000000002,0.045250854700854694
Self-Adhesive Removable Labels,Office Supplies,Labels,110,52.92,35,7,7,0.0,0.4810909090909091
Xerox 204,Office Supplies,Paper,109,52.8768,17,4,4,0.0,0.48510825688073395
"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,154,52.8292,17,5,5,0.0,0.34304675324675327
Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,252,52.794,12,4,4,0.0,0.2095
Cherry 142-key Programmable Keyboard,Technology,Accessories,480,52.7692,4,1,1,0.0,0.10993583333333333
"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,285,52.6456,24,4,4,0.1,0.18472140350877195
"Harbour Creations Round Labels, Adjustable",Office Supplies,Labels,190,52.572,47,15,15,0.058,0.27669473684210527
"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,177,52.4832,36,10,10,0.06,0.29651525423728814
"DAX Cubicle Frames, 8-1/2 x 11",Furniture,Furnishings,146,52.4484,17,4,4,0.0,0.35923561643835616
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,311,52.447199999999995,31,8,8,0.2875,0.16864051446945336
Logitech M510 Wireless Mouse,Technology,Accessories,240,52.3869,7,3,3,0.13333333333333333,0.21827875
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Envelopes,126,52.3746,13,4,4,0.15000000000000002,0.4156714285714286
PowerGen Dual USB Car Charger,Technology,Phones,128,52.3476,14,4,4,0.1,0.408965625
"StarTech Receipt Printer, Durable",Technology,Machines,1960,52.279999999999994,23,7,7,0.2357142857142857,0.0266734693877551
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,138,52.272,30,8,8,0.07500000000000001,0.37878260869565217
#10 Self-Seal White Envelopes,Office Supplies,Envelopes,109,52.123,10,4,4,0.05,0.47819266055045867
"Enermax Memo Slips, Premium",Office Supplies,Paper,931,52.044000000000004,74,21,21,0.0642857142857143,0.05590118152524168
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage,218,52.0344,14,4,4,0.05,0.23868990825688072
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper,120,52.007,19,5,5,0.04,0.4333916666666667
"Kraft Peel and Seal, Recycled",Office Supplies,Envelopes,934,52.0002,56,16,16,0.08374999999999999,0.05567473233404711
"SanDisk Computer Printout Paper, Premium",Office Supplies,Paper,804,51.7424,33,12,12,0.09749999999999999,0.06435621890547265
"Elite Shears, Steel",Office Supplies,Supplies,1875,51.7346,55,20,20,0.091,0.027591786666666666
Avery 519,Office Supplies,Labels,122,51.6086,18,6,6,0.06666666666666667,0.42302131147540983
Avery 516,Office Supplies,Labels,110,51.5355,15,4,4,0.0,0.46850454545454545
File Shuttle I and Handi-File,Office Supplies,Storage,262,51.42059999999999,13,3,3,0.13333333333333333,0.19626183206106868
"Rogers Folders, Single Width",Office Supplies,Storage,1711,51.32920000000001,67,27,27,0.14703703703703705,0.02999953243717125
"Wilson Jones Index Tab, Clear",Office Supplies,Binders,841,51.252,166,47,46,0.08085106382978723,0.06094173602853746
"Novimex Round Labels, Alphabetical",Office Supplies,Labels,248,51.172,63,19,19,0.15789473684210525,0.20633870967741935
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,469,51.105599999999995,7,3,3,0.06666666666666667,0.10896716417910447
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,2553,51.050799999999995,23,5,5,0.0,0.019996396396396394
Hanging Personal Folder File,Office Supplies,Storage,251,51.025,17,5,5,0.08,0.20328685258964144
"Novimex File Folder Labels, 5000 Label Set",Office Supplies,Labels,375,50.928,61,15,15,0.16666666666666666,0.13580799999999998
"Wilson Jones Hole Reinforcements, Durable",Office Supplies,Binders,585,50.907000000000004,117,40,40,0.12725,0.08702051282051283
"Avery Round Labels, Laser Printer Compatible",Office Supplies,Labels,327,50.8038,62,20,20,0.16799999999999998,0.1553633027522936
Xerox 213,Office Supplies,Paper,110,50.8032,18,6,6,0.06666666666666667,0.4618472727272727
"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,145,50.7164,44,13,13,0.16153846153846155,0.349768275862069
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,Appliances,181,50.5848,3,1,1,0.0,0.2794740331491713
Storex Dura Pro Binders,Office Supplies,Binders,281,50.5494,71,17,17,0.4235294117647059,0.17989110320284696
"Novimex Color Coded Labels, Alphabetical",Office Supplies,Labels,626,50.428799999999995,65,21,21,0.11857142857142858,0.08055718849840254
AT&T CL2909,Technology,Phones,755,50.395999999999994,8,3,3,0.26666666666666666,0.06674966887417218
Logitech Media Keyboard K200,Technology,Accessories,504,50.3856,16,4,4,0.1,0.09997142857142856
Apple EarPods with Remote and Mic,Technology,Phones,252,50.382000000000005,10,4,4,0.1,0.19992857142857146
Fellowes Desktop Hanging File Manager,Office Supplies,Storage,201,50.362500000000004,15,4,4,0.0,0.2505597014925373
HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,106,50.3438,19,4,4,0.05,0.4749415094339623
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,192,50.228,47,9,9,0.2888888888888889,0.2616041666666667
"Ames Peel and Seal, Security-Tint",Office Supplies,Envelopes,953,50.2255,63,17,17,0.20294117647058824,0.052702518363064006
"Accos Push Pins, 12 Pack",Office Supplies,Fasteners,373,50.1945,41,13,13,0.2630769230769231,0.13456970509383379
JM Magazine Binder,Office Supplies,Binders,206,50.190400000000004,18,6,6,0.21666666666666665,0.24364271844660196
"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,361,50.008700000000005,17,5,5,0.24,0.13852825484764544
Acme Galleria Hot Forged Steel Scissors with Colored Handles,Office Supplies,Supplies,195,49.86409999999999,13,3,3,0.06666666666666667,0.2557133333333333
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,210,49.7952,7,3,3,0.20000000000000004,0.23712
Berol Giant Pencil Sharpener,Office Supplies,Art,255,49.7807,17,4,4,0.1,0.19521843137254904
Hewlett-Packard Deskjet 5550 Printer,Technology,Machines,597,49.761,3,1,1,0.4,0.08335175879396986
GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,780,49.51280000000001,67,14,14,0.39999999999999997,0.06347794871794873
"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,107,49.504,15,4,4,0.05,0.4626542056074766
"Master Caster Door Stop, Brown",Furniture,Furnishings,175,49.3776,38,9,9,0.1111111111111111,0.2821577142857143
"Novimex Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels,590,49.227199999999996,76,19,19,0.14578947368421052,0.08343593220338982
Avery 518,Office Supplies,Labels,106,49.14,35,8,8,0.05,0.46358490566037736
Global Highback Leather Tilter in Burgundy,Furniture,Chairs,2647,49.13459999999999,34,9,9,0.14444444444444446,0.0185623724971666
"Stanley Markers, Blue",Office Supplies,Art,1486,49.12799999999998,85,25,25,0.1488,0.03306056527590846
Xerox 1928,Office Supplies,Paper,124,49.104,26,4,4,0.1,0.396
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,110,49.084500000000006,15,6,6,0.03333333333333333,0.4462227272727273
Fellowes Recycled Storage Drawers,Office Supplies,Storage,1288,48.8532,12,3,3,0.06666666666666667,0.03792950310559006
Avery File Folder Labels,Office Supplies,Labels,117,48.8448,44,13,13,0.1076923076923077,0.4174769230769231
"Acco Hole Reinforcements, Economy",Office Supplies,Binders,587,48.8316,106,33,33,0.07939393939393939,0.08318841567291312
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,169,48.822,23,7,7,0.17142857142857143,0.28888757396449705
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,148,48.754999999999995,9,4,4,0.2,0.32942567567567566
Sanford Liquid Accent Highlighters,Office Supplies,Art,149,48.6304,24,5,5,0.08,0.3263785234899329
"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,729,48.6156,4,3,3,0.2333333333333333,0.0666880658436214
"GlobeWeis Clasp Envelope, Recycled",Office Supplies,Envelopes,345,48.59,53,11,11,0.13636363636363635,0.14084057971014494
"Ames Mailers, Recycled",Office Supplies,Envelopes,1927,48.58800000000001,80,23,23,0.2539130434782609,0.025214322781525692
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper,121,48.5568,6,3,3,0.06666666666666667,0.40129586776859505
Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,532,48.378000000000014,44,9,9,0.4222222222222223,0.09093609022556394
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Technology,Machines,450,47.9968,4,2,2,0.25,0.10665955555555556
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,151,47.9844,12,4,4,0.15000000000000002,0.3177774834437086
Xerox 1971,Office Supplies,Paper,114,47.936,28,6,6,0.10000000000000002,0.4204912280701754
Iris Project Case,Office Supplies,Storage,226,47.88000000000001,30,6,6,0.06666666666666667,0.21185840707964607
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,136,47.7257,31,8,8,0.125,0.3509242647058824
Xerox 1995,Office Supplies,Paper,121,47.6928,22,6,6,0.10000000000000002,0.39415537190082645
"GlobeWeis Business Envelopes, Security-Tint",Office Supplies,Envelopes,745,47.659800000000004,50,14,14,0.10642857142857143,0.06397288590604028
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,119,47.601000000000006,22,6,6,0.13333333333333333,0.4000084033613446
"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,159,47.6,22,6,6,0.16666666666666666,0.2993710691823899
"Stanley Highlighters, Blue",Office Supplies,Art,1208,47.322,104,34,34,0.15911764705882353,0.03917384105960265
Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,601,47.3096,8,2,2,0.15000000000000002,0.0787181364392679
"Harbour Creations File Folder Labels, Alphabetical",Office Supplies,Labels,320,47.28399999999999,50,14,14,0.15285714285714283,0.14776249999999996
Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,1155,47.2815,25,5,5,0.08,0.04093636363636364
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,117,47.223,26,6,6,0.06666666666666667,0.4036153846153846
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,108,47.187,25,8,8,0.05,0.4369166666666666
"Avery Round Labels, Alphabetical",Office Supplies,Labels,291,47.112,52,15,15,0.10133333333333333,0.16189690721649486
Xerox Blank Computer Paper,Office Supplies,Paper,100,46.953,5,1,1,0.0,0.46953
Xerox 228,Office Supplies,Paper,97,46.656000000000006,15,4,4,0.0,0.48098969072164954
Xerox 219,Office Supplies,Paper,96,46.656,15,4,4,0.0,0.486
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,161,46.5566,23,5,5,0.0,0.2891714285714286
"Harbour Creations Chairmat, Black",Furniture,Chairs,7840,46.45139999999999,158,31,31,0.1625806451612903,0.005924923469387754
Xerox 227,Office Supplies,Paper,120,46.3968,22,8,8,0.125,0.38664
"Smead Removable Labels, Laser Printer Compatible",Office Supplies,Labels,327,46.385999999999996,43,11,11,0.11818181818181818,0.1418532110091743
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,1431,46.327600000000004,14,4,4,0.05,0.03237428371767995
Xerox 201,Office Supplies,Paper,109,46.1376,19,5,5,0.08,0.42328073394495414
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,110,46.1376,19,6,6,0.13333333333333333,0.4194327272727273
"Novimex Color Coded Labels, 5000 Label Set",Office Supplies,Labels,589,46.1301,62,19,19,0.1626315789473684,0.07831935483870968
Cardinal Slant-D Ring Binders,Office Supplies,Binders,119,46.056999999999995,17,5,5,0.18,0.3870336134453781
Griffin GC17055 Auxiliary Audio Cable,Technology,Phones,396,46.0544,27,6,6,0.16666666666666666,0.1162989898989899
"Cameo Peel and Seal, Set of 50",Office Supplies,Envelopes,1075,45.989999999999995,68,19,19,0.11789473684210527,0.0427813953488372
Grandstream GXP2100 Mainstream Business Phone,Technology,Phones,597,45.894000000000005,10,4,4,0.25,0.07687437185929649
Spigen Samsung Galaxy S5 Case Wallet,Technology,Phones,234,45.873000000000005,15,5,5,0.08,0.19603846153846155
"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies,216,45.8584,14,4,4,0.1,0.21230740740740742
"Novimex Shipping Labels, Laser Printer Compatible",Office Supplies,Labels,529,45.497400000000006,68,19,19,0.19210526315789472,0.08600642722117204
"Konica Phone, Durable",Technology,Machines,1831,45.46199999999997,31,10,10,0.23500000000000001,0.024829055161114128
Xerox 1987,Office Supplies,Paper,93,45.3152,16,4,4,0.0,0.48726021505376343
"Accos Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,499,45.25500000000001,54,14,14,0.18857142857142856,0.09069138276553108
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper,108,44.985600000000005,17,3,3,0.06666666666666667,0.41653333333333337
Wasp CCD Handheld Bar Code Reader,Technology,Machines,337,44.868,3,1,1,0.4,0.13313946587537093
Xerox 1952,Office Supplies,Paper,98,44.82,20,4,4,0.05,0.4573469387755102
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,231,44.811499999999995,15,5,5,0.08,0.19398917748917746
Staples,Office Supplies,Storage,274,44.8092,33,10,10,0.1,0.16353722627737224
"Xerox Message Books, 8.5 x 11",Office Supplies,Paper,1554,44.765299999999996,82,23,23,0.11782608695652173,0.028806499356499354
Longer-Life Soft White Bulbs,Furniture,Furnishings,114,44.7216,44,10,10,0.12,0.3922947368421053
"Kleencut Ruler, Steel",Office Supplies,Supplies,560,44.635600000000004,57,17,17,0.2111764705882353,0.07970642857142858
"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,135,44.588,25,5,5,0.12000000000000002,0.3302814814814815
Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,171,44.4704,8,3,3,0.0,0.26006081871345027
Panasonic KX TS3282B Corded phone,Technology,Phones,591,44.2746,9,3,3,0.20000000000000004,0.07491472081218274
Project Tote Personal File,Office Supplies,Storage,193,44.1945,15,4,4,0.05,0.22898704663212435
Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,280,44.1936,38,9,9,0.1111111111111111,0.15783428571428573
"Global Stack Chair without Arms, Black",Furniture,Chairs,902,44.166,44,7,7,0.17142857142857143,0.04896452328159645
Xerox 1900,Office Supplies,Paper,106,44.084,26,7,7,0.08571428571428573,0.4158867924528302
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,110,43.77719999999999,17,5,5,0.12000000000000002,0.3979745454545454
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,119,43.7144,29,6,6,0.06666666666666667,0.36734789915966387
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,665,43.706,25,5,5,0.2,0.0657233082706767
Xerox 1962,Office Supplies,Paper,110,43.656,28,7,7,0.05714285714285715,0.39687272727272727
"Tenex Stacking Tray, Durable",Furniture,Furnishings,630,43.59100000000001,36,13,13,0.1846153846153846,0.0691920634920635
Avery Non-Stick Binders,Office Supplies,Binders,218,43.553,71,20,20,0.33999999999999997,0.19978440366972475
Xerox 21,Office Supplies,Paper,125,43.5456,24,7,7,0.2,0.34836480000000003
Xerox 1970,Office Supplies,Paper,102,43.5252,22,6,6,0.06666666666666667,0.42671764705882353
Avery Metallic Poly Binders,Office Supplies,Binders,136,43.4334,31,6,6,0.3,0.31936323529411764
Xerox 1949,Office Supplies,Paper,115,43.4256,28,8,8,0.15000000000000002,0.3776139130434783
Avery 478,Office Supplies,Labels,89,43.3062,18,4,4,0.0,0.48658651685393256
"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,140,43.2264,24,5,5,0.0,0.30876
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Machines,1008,43.1991,3,1,1,0.3,0.04285625
"Eaton Parchment Paper, Premium",Office Supplies,Paper,606,43.196799999999996,56,16,16,0.079375,0.07128184818481847
Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories,1040,43.194599999999994,14,4,4,0.1,0.04153326923076923
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Paper,95,43.1364,14,3,3,0.06666666666666667,0.45406736842105266
Avery 481,Office Supplies,Labels,92,43.12,30,5,5,0.04,0.468695652173913
Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,428,43.092,26,5,5,0.2,0.1006822429906542
"Cuisinart Microwave, White",Office Supplies,Appliances,7668,43.02999999999997,32,12,12,0.08666666666666667,0.00561163275952008
"Enermax Parchment Paper, Premium",Office Supplies,Paper,1019,42.988,79,18,18,0.07222222222222223,0.042186457311089304
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,110,42.8982,27,7,7,0.05714285714285715,0.38998363636363637
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,275,42.7896,19,7,7,0.14285714285714285,0.15559854545454546
"Master Big Foot Doorstop, Beige",Furniture,Furnishings,152,42.768,30,6,6,0.03333333333333333,0.2813684210526316
Avery 495,Office Supplies,Labels,97,42.588,16,4,4,0.05,0.4390515463917526
"Hon File Folder Labels, Adjustable",Office Supplies,Labels,255,42.542,53,14,14,0.21071428571428572,0.1668313725490196
Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,777,42.536,50,12,12,0.06666666666666667,0.05474388674388674
"Kraft Clasp Envelope, with clear poly window",Office Supplies,Envelopes,997,42.528800000000004,111,28,28,0.1575,0.042656770310932804
"Hamilton Beach Coffee Grinder, White",Office Supplies,Appliances,876,42.46,33,10,10,0.2,0.0484703196347032
Avery 480,Office Supplies,Labels,90,42.45,24,6,6,0.03333333333333333,0.4716666666666667
Memorex Froggy Flash Drive 4 GB,Technology,Accessories,136,42.4214,14,5,5,0.08,0.3119220588235294
"Advantus Paper Clips, Bulk Pack",Office Supplies,Fasteners,498,42.353500000000004,48,18,18,0.20833333333333334,0.08504718875502008
Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,116,42.312,16,6,6,0.23333333333333336,0.36475862068965514
"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,155,42.2968,27,7,7,0.17142857142857143,0.2728825806451613
"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,99,42.2436,7,3,3,0.06666666666666667,0.4267030303030303
"Hewlett Ink, High-Speed",Technology,Copiers,5101,42.162000000000006,42,13,13,0.06538461538461539,0.008265438149382475
"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,124,42.0498,26,4,4,0.2,0.33911129032258064
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,151,41.955799999999996,14,5,5,0.08,0.2778529801324503
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings,150,41.916,15,5,5,0.0,0.27943999999999997
"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,255,41.8672,21,6,6,0.16666666666666666,0.1641850980392157
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,264,41.856,28,8,8,0.1,0.15854545454545454
Avery White Multi-Purpose Labels,Office Supplies,Labels,96,41.832,20,4,4,0.05,0.43575
